UNITID,INSTNM,CIPCODE,CIP_Title,AWLEVEL,CTOTALT,SOC,SOC_Title
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1241.00,Computer Network Architects
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1241.01,Telecommunications Engineering Specialists
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1243.00,Database Architects
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1243.01,Data Warehousing Specialists
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1252.00,Software Developers
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,15-1253.00,Software Quality Assurance Analysts and Testers
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,17-2061.00,Computer Hardware Engineers
199139,University of North Carolina at Charlotte,14.0901,"Computer Engineering, General",7,0,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,17-2061.00,Computer Hardware Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,17-2071.00,Electrical Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,17-2072.00,"Electronics Engineers, Except Computer"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,17-2072.01,Radio Frequency Identification Device Specialists
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,5,76,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,17-2061.00,Computer Hardware Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,17-2071.00,Electrical Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,17-2072.00,"Electronics Engineers, Except Computer"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,17-2072.01,Radio Frequency Identification Device Specialists
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,7,44,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,17-2061.00,Computer Hardware Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,17-2071.00,Electrical Engineers
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,17-2072.00,"Electronics Engineers, Except Computer"
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,17-2072.01,Radio Frequency Identification Device Specialists
199139,University of North Carolina at Charlotte,14.1001,Electrical and Electronics Engineering,17,10,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,13-1051.00,Cost Estimators
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,17-2141.00,Mechanical Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,17-2141.01,Fuel Cell Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,17-2141.02,Automotive Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,5,198,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,13-1051.00,Cost Estimators
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,17-2141.00,Mechanical Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,17-2141.01,Fuel Cell Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,17-2141.02,Automotive Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,6,0,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,13-1051.00,Cost Estimators
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,17-2141.00,Mechanical Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,17-2141.01,Fuel Cell Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,17-2141.02,Automotive Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,7,37,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,13-1051.00,Cost Estimators
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,17-2011.00,Aerospace Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,17-2141.00,Mechanical Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,17-2141.01,Fuel Cell Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,17-2141.02,Automotive Engineers
199139,University of North Carolina at Charlotte,14.1901,Mechanical Engineering,17,8,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,15-1243.00,Database Architects
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,15-1243.01,Data Warehousing Specialists
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2112.00,Industrial Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2112.01,Human Factors Engineers and Ergonomists
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2112.02,Validation Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2112.03,Manufacturing Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.00,"Engineers, All Other"
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.03,"Energy Engineers, Except Wind and Solar"
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.05,Mechatronics Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.06,Microsystems Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.07,Photonics Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.08,Robotics Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.09,Nanosystems Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.10,Wind Energy Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,17-2199.11,Solar Energy Systems Engineers
199139,University of North Carolina at Charlotte,14.2701,Systems Engineering,5,56,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,13-1051.00,Cost Estimators
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2051.00,Civil Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2051.01,Transportation Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2051.02,Water/Wastewater Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.00,"Engineers, All Other"
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.03,"Energy Engineers, Except Wind and Solar"
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.05,Mechatronics Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.06,Microsystems Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.07,Photonics Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.08,Robotics Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.09,Nanosystems Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.10,Wind Energy Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,17-2199.11,Solar Energy Systems Engineers
199139,University of North Carolina at Charlotte,14.3301,Construction Engineering,7,0,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2111.02,Fire-Prevention and Protection Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.00,"Engineers, All Other"
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.03,"Energy Engineers, Except Wind and Solar"
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.05,Mechatronics Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.06,Microsystems Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.07,Photonics Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.08,Robotics Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.09,Nanosystems Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.10,Wind Energy Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,17-2199.11,Solar Energy Systems Engineers
199139,University of North Carolina at Charlotte,14.9999,"Engineering, Other",7,9,25-1032.00,"Engineering Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,15.0201,Civil Engineering Technologies/Technicians,5,37,17-3022.00,Civil Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0201,Civil Engineering Technologies/Technicians,5,37,53-6041.00,Traffic Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3012.00,Electrical and Electronics Drafters
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3024.01,Robotics Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,17-3028.00,Calibration Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",5,25,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
199139,University of North Carolina at Charlotte,15.0805,Mechanical/Mechanical Engineering Technology/Technician,5,85,17-3013.00,Mechanical Drafters
199139,University of North Carolina at Charlotte,15.0805,Mechanical/Mechanical Engineering Technology/Technician,5,85,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0805,Mechanical/Mechanical Engineering Technology/Technician,5,85,17-3024.01,Robotics Technicians
199139,University of North Carolina at Charlotte,15.0805,Mechanical/Mechanical Engineering Technology/Technician,5,85,17-3027.00,Mechanical Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.0805,Mechanical/Mechanical Engineering Technology/Technician,5,85,17-3027.01,Automotive Engineering Technicians
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3013.00,Facilities Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3013.01,Security Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.00,Industrial Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.01,Quality Control Systems Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.02,Geothermal Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.03,Biofuels Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.04,Biomass Power Plant Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-3051.06,Hydroelectric Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-2112.00,Industrial Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-2112.01,Human Factors Engineers and Ergonomists
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-2112.02,Validation Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-2112.03,Manufacturing Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-3026.00,Industrial Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,6,0,17-3026.01,Nanotechnology Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3013.00,Facilities Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3013.01,Security Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.00,Industrial Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.01,Quality Control Systems Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.02,Geothermal Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.03,Biofuels Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.04,Biomass Power Plant Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-3051.06,Hydroelectric Production Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-9041.00,Architectural and Engineering Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-2112.00,Industrial Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-2112.01,Human Factors Engineers and Ergonomists
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-2112.02,Validation Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-2112.03,Manufacturing Engineers
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-3026.00,Industrial Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.1501,Engineering/Industrial Management,7,18,17-3026.01,Nanotechnology Engineering Technologists and Technicians
199139,University of North Carolina at Charlotte,15.1701,Energy Systems Technology/Technician,6,0,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
199139,University of North Carolina at Charlotte,15.1701,Energy Systems Technology/Technician,6,0,17-3029.01,Non-Destructive Testing Specialists
199139,University of North Carolina at Charlotte,15.1701,Energy Systems Technology/Technician,6,0,17-3029.08,Photonics Technicians
199139,University of North Carolina at Charlotte,15.1701,Energy Systems Technology/Technician,6,0,27-1021.00,Commercial and Industrial Designers
199139,University of North Carolina at Charlotte,15.9999,,5,75,,
199139,University of North Carolina at Charlotte,15.9999,,7,16,,
199139,University of North Carolina at Charlotte,16.0103,Language Interpretation and Translation,6,0,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0103,Language Interpretation and Translation,6,0,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,16.0302,Japanese Language and Literature,5,27,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0302,Japanese Language and Literature,5,27,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,16.0302,Japanese Language and Literature,5,27,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,16.0501,German Language and Literature,5,21,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0501,German Language and Literature,5,21,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,16.0501,German Language and Literature,5,21,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,16.0901,French Language and Literature,5,12,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0901,French Language and Literature,5,12,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,16.0901,French Language and Literature,5,12,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,5,71,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,5,71,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,5,71,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,7,8,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,7,8,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,16.0905,Spanish Language and Literature,7,8,27-3091.00,Interpreters and Translators
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",5,117,25-1123.00,"English Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",5,117,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",5,117,43-9081.00,Proofreaders and Copy Markers
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",6,1,25-1123.00,"English Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",6,1,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",6,1,43-9081.00,Proofreaders and Copy Markers
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",7,23,25-1123.00,"English Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",7,23,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,23.0101,"English Language and Literature, General",7,23,43-9081.00,Proofreaders and Copy Markers
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,25-1123.00,"English Language and Literature Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,25-1199.00,"Postsecondary Teachers, All Other"
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,27-3041.00,Editors
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,27-3042.00,Technical Writers
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,27-3043.00,Writers and Authors
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,27-3043.05,"Poets, Lyricists and Creative Writers"
199139,University of North Carolina at Charlotte,23.1301,"Writing, General",5,0,43-9081.00,Proofreaders and Copy Markers
199139,University of North Carolina at Charlotte,24.0101,Liberal Arts and Sciences/Liberal Studies,7,5,25-1199.00,"Postsecondary Teachers, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,11-9121.00,Natural Sciences Managers
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,11-9121.01,Clinical Research Coordinators
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,11-9121.02,Water Resource Specialists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1029.00,"Biological Scientists, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1029.01,Bioinformatics Scientists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1029.02,Molecular and Cellular Biologists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1029.03,Geneticists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1029.04,Biologists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-1099.00,"Life Scientists, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-4012.00,Agricultural Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-4012.01,Precision Agriculture Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-4013.00,Food Science Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-4021.00,Biological Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,19-4092.00,Forensic Science Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,25-1042.00,"Biological Science Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",5,244,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,11-9121.00,Natural Sciences Managers
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,11-9121.01,Clinical Research Coordinators
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,11-9121.02,Water Resource Specialists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1029.00,"Biological Scientists, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1029.01,Bioinformatics Scientists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1029.02,Molecular and Cellular Biologists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1029.03,Geneticists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1029.04,Biologists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-1099.00,"Life Scientists, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-4012.00,Agricultural Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-4012.01,Precision Agriculture Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-4013.00,Food Science Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-4021.00,Biological Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,19-4092.00,Forensic Science Technicians
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,25-1042.00,"Biological Science Teachers, Postsecondary"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",7,11,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",17,6,11-9121.00,Natural Sciences Managers
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",17,6,11-9121.01,Clinical Research Coordinators
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",17,6,11-9121.02,Water Resource Specialists
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",17,6,19-1029.00,"Biological Scientists, All Other"
199139,University of North Carolina at Charlotte,26.0101,"Biology/Biological Sciences, General",17,6,19-1029.01,Bioinformatics Scientists
